Tree Name,Previous Name (HTHC),Street Segment,Tree Number,Genus,Species,Species ID Code,Tree tag present,ID Notes,Multi-stemmed,Height measured (DBH),Total DBH,Land Use Type,Site type,Street,Sidewalk,Powerline,Mulch,Mulch volcano,Pruned,Mowing,Protection at base,Stake,Cement fence at base,Girdling Roots,Fungal Conch,Damage to road/sidewalk,Other Cues to Care,Other Notable Damage,Other notes,Removed
275-CASP-99,260-01-CASP-099,275,99,Catalpa,speciosa,CASP,FALSE,,FALSE,,6.9,MIX,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,trunk damage ,,FALSE
275-CASP-100,260-01-CASP-100,275,100,Catalpa,speciosa,CASP,FALSE,,FALSE,,9.5,MIX,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-CASP-101,260-01-CASP-101,275,101,Catalpa,speciosa,CASP,FALSE,,FALSE,,9.6,MIX,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,trunk decay,,FALSE
275-AIAL-102,260-01-AIAL-102,275,102,Ailanthus,altissima,AIAL,FALSE,,FALSE,,25.8,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
128-ULAM-001,122-01-ULAM-001,128,1,Ulmus,americana,ULAM,FALSE,,FALSE,,11,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
128-ULAM-002,122-01-ULAM-002,128,2,Ulmus,americana,ULAM,FALSE,,FALSE,,10.7,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
128-ULAM-003,122-01-ULAM-003,128,3,Ulmus,americana,ULAM,FALSE,,FALSE,,12,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
128-CEOC-004,122-01-CEOC-004,128,4,Celtis,occidentalis,CEOC,FALSE,,FALSE,,4.4,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
128-CEOC-005,122-01-CEOC-005,128,5,Celtis,occidentalis,CEOC,FALSE,,FALSE,,4.9,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
128-GLTR-006,122-01-GLTR-006,128,6,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,8.7,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,basal sprouts ,FALSE
128-ULUN-007,122-01-ULUNK-007,128,7,Ulmus,unknown,ULUN,FALSE,,FALSE,,10.9,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,trunk decay,,FALSE
128-ULUN-008,122-01-ULUNK-008,128,8,Ulmus,unknown,ULUN,FALSE,,FALSE,,10.8,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,roots grew to form a big lump on one side,,FALSE
128-ACSA-009,122-01-ACSA-009,128,9,Acer,saccharum,ACSA,FALSE,,FALSE,,3.6,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,trunk damage ,"covered by grate, basal weeds ",FALSE
128-ACSA-010,122-01-ACSA-010,128,10,Acer,saccharum,ACSA,FALSE,,FALSE,,3.3,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,trunk damage,"covered by grate, flowers growing at base",FALSE
128-ACPL-011,122-01-ACPL-011,128,11,Acer,platanoides,ACPL,FALSE,,FALSE,,9.1,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"weed mat, has metal barrier outlining the cutout",damaged branch ,,FALSE
128-ACPL-012,122-01-ACPL-012,128,12,Acer,platanoides,ACPL,FALSE,,FALSE,,4.6,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,dead,"covered by grate, weeds growing in cutout",FALSE
128-GLTR-013,122-01-GLTR-013,128,13,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,17.4,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
128-GLTR-014,122-01-GLTR-014,128,14,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,20.6,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"leaking trunk, trunk damage ",,FALSE
128-GLTR-015,122-01-GLTR-015,128,15,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,24.1,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,trunk gash,,FALSE
128-GLTR-016,122-01-GLTR-016,128,16,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,15.2,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,bulbous roots,FALSE
128-GLTR-017,122-01-GLTR-017,128,17,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,16.4,MFR,SP,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
128-GLTR-018,122-01-GLTR-018,128,18,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,15.4,MFR,SP,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
128-GLTR-019,122-01-GLTR-019,128,19,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,14.75,MFR,SP,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
128-GLTR-020,122-01-GLTR-020,128,20,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,14.8,MFR,SP,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
128-GLTR-021,122-01-GLTR-021,128,21,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,16.4,MFR,SP,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
128-GLTR-022,122-01-GLTR-022,128,22,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,14,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
128-GLTR-023,122-01-GLTR-023,128,23,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,17,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"trunk decay, bulb on base",,FALSE
128-GLTR-024,122-01-GLTR-024,128,24,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,17.5,MFR,SY,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,trunk damage,,FALSE
55-ULUN-001,52-01-ULUNK-001,55,1,Ulmus,unknown,ULUN,FALSE,,FALSE,,6.4,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,stones at base,FALSE
55-QUBI-002,52-01-QUBI-002,55,2,,,,FALSE,,FALSE,,7.4,MP,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-003,52-01-GLTR-003,55,3,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,5.8,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
55-GLTR-004,52-01-GLTR-004,55,4,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,5.4,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat ,,,FALSE
55-ULUN-005,52-01-ULUNK-005,55,5,Ulmus,unknown,ULUN,FALSE,,FALSE,,8.8,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,severe trunk decay,,FALSE
55-ULUN-006,52-01-ULUNK-006,55,6,Ulmus,unknown,ULUN,FALSE,,FALSE,,7.9,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULUN-007,52-01-ULUNK-007,55,7,Ulmus,unknown,ULUN,FALSE,,FALSE,,8.8,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
55-GLTR-008,52-01-GLTR-008,55,8,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,7.5,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-009,52-01-GLTR-009,55,9,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,6.65,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-010,52-01-GLTR-010,55,10,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,4.4,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
55-GLTR-011,52-01-GLTR-011,55,11,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,7.4,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-012,52-01-ULAM-012,55,12,Ulmus,americana,ULAM,FALSE,,FALSE,,10.6,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-013,52-01-ULAM-013,55,13,Ulmus,americana,ULAM,FALSE,,FALSE,,10.2,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-014,52-01-ULAM-014,55,14,Ulmus,americana,ULAM,FALSE,,FALSE,,11.2,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-UN-015,52-01-UNKN-015,55,15,,unknown,UN,FALSE,,FALSE,,7.2,COMM,SP,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,dead,FALSE
55-GLTR-016,52-01-GLTR-016,55,16,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,6.5,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-017,52-01-GLTR-017,55,17,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,8,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-018,52-01-GLTR-018,55,18,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,6,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-019,52-01-GLTR-019,55,19,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,7.6,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
55-ULAM-020,52-01-ULAM-020,55,20,Ulmus,americana,ULAM,FALSE,,FALSE,,8.9,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
55-ULAM-021,52-01-ULAM-021,55,21,Ulmus,americana,ULAM,FALSE,,FALSE,,8.35,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
55-ULAM-022,52-01-ULAM-022,55,22,Ulmus,americana,ULAM,FALSE,,FALSE,,10.2,COMM,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-025,52-01-ULAM-025,55,25,Ulmus,americana,ULAM,FALSE,,FALSE,,10.1,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-026,52-01-ULAM-026,55,26,Ulmus,americana,ULAM,FALSE,,FALSE,,10.3,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-027,52-01-ULAM-027,55,27,Ulmus,americana,ULAM,FALSE,,FALSE,,9.4,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-028,52-01-GLTR-028,55,28,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,5.6,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-029,52-01-GLTR-029,55,29,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,5.45,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-030,52-01-GLTR-030,55,30,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,7.1,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-031,52-01-ULAM-031,55,31,Ulmus,americana,ULAM,FALSE,,FALSE,,8.6,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-ULAM-032,52-01-ULAM-032,55,32,Ulmus,americana,ULAM,FALSE,,FALSE,,8.4,COMM,SP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-033,52-01-GLTR-033,55,33,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,5.7,INST,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-GLTR-034,52-01-GLTR-034,55,34,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,6,INST,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"decay at base , sprouts ",,FALSE
55-QUUN-035,52-01-QUUNK-035,55,35,Quercus,unknown,QUUN,FALSE,,FALSE,,4.5,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,gravel volcano ,FALSE
55-FRAM-036,52-01-FRAM-036,55,36,Fraxinus,americana,FRAM,TRUE,,FALSE,,11.15,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"severe trunk decay, swelling at base ",,FALSE
55-QUUN-037,52-01-QUUNK-037,55,37,Quercus,unknown,QUUN,FALSE,,FALSE,,3.3,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-QUBI-038,52-01-QUBI-038,55,38,Quercus,bicolor,QUBI,FALSE,,FALSE,,2.5,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
55-QUUN-039,52-01-QUUNK-039,55,39,Quercus,unknown,QUUN,FALSE,,FALSE,,4.1,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,gravel volcano ,FALSE
55-QUUN-040,52-01-QUUNK-040,55,40,Quercus,unknown,QUUN,FALSE,,FALSE,,3.65,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,gravel volcano ,FALSE
55-QUUN-041,52-01-QUUNK-041,55,41,Quercus,unknown,QUUN,FALSE,,FALSE,,3.5,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,gravel volcano ,FALSE
55-QUUN-042,52-01-QUUNK-042,55,42,Quercus,unknown,QUUN,FALSE,prinoides?,FALSE,,4,COMM,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,gravel volcano ,FALSE
55-GLTR-043,52-01-GLTR-043,55,43,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,3.2,COMM,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,decay at base ,,FALSE
55-GLTR-044,52-01-GLTR-044,55,44,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,3.2,COMM,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk damage ,,FALSE
55-CASP-045,52-01-CASP-045,55,45,Catalpa,speciosa,CASP,FALSE,,FALSE,,3.4,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
55-ULUN-046,52-01-ULUNK-046,55,46,Ulmus,unknown,ULUN,FALSE,,FALSE,,4.9,UT,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,gash at base,,FALSE
55-ULUN-047,52-01-ULUNK-047,55,47,Ulmus,unknown,ULUN,FALSE,,FALSE,,11.4,V,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,weed mat ,decay at base ,,FALSE
55-GLTR-048,52-01-GLTR-048,55,48,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,4,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,"leaking trunk, sprouts ",,FALSE
55-GLTR-049,52-01-GLTR-049,55,49,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,3.15,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,"trunk decay, sprouts ",,FALSE
55-GLTR-050,52-01-GLTR-050,55,50,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,3.7,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,"decay at base, sprouts ",,FALSE
55-GYDI-051,52-01-GYDI-051,55,51,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,2.7,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,decay at base ,,FALSE
55-GYDI-052,52-01-GYDI-052,55,52,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,2,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
55-GYDI-053,52-01-GYDI-053,55,53,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,2.6,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
55-GLTR-054,52-01-GLTR-054,55,54,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,3.6,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,decay at base,,FALSE
55-GYDI-055,52-01-GYDI-055,55,55,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,3.1,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat ,,,FALSE
157-AIAL-001,150-01-AIAL-001,157,1,Ailanthus,altissima,AIAL,FALSE,,FALSE,,23.4,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Evidence of previously broken branches, scar down trunk, some bark peeling at base",Lots if weeds at base,FALSE
157-ULUN-002,150-01-ULUNK-002,157,2,Ulmus,unknown,ULUN,FALSE,Small leaves like siberian elm,FALSE,,36.6,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Evidence of previously broken branches and some dead branches. Some large roots exposed and damaged.,,FALSE
157-ACSA-003,150-01-ACSA-003,157,3,Acer,saccharinum,ACSA,FALSE,,FALSE,,38.6,SFR-D,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Starting to pull up sidewalk,,FALSE
157-THUN-004,150-01-THUNK-004,157,4,Thuja,unknown,THUN,FALSE,,FALSE,,4.4,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.",,,FALSE
157-PINI-005,150-01-PIUNK-005,157,5,Pinus,nigra,PINI,FALSE,Location may be wrong in hthc ,FALSE,,10.6,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.","Some dead branches, holes from birds in bark",,FALSE
157-PINI-006,150-01-PIUNK-006,157,6,Pinus,nigra,PINI,FALSE,Same as previous pine; Location may be wrong in hthc ,FALSE,,8.4,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.","Some dead branches, holes from birds in bark, yellow fungus on bark",,FALSE
157-THUN-007,150-01-THUNK-007,157,7,Thuja,unknown,THUN,FALSE,Same as other thuja,FALSE,,2.6,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.",,,FALSE
157-AIAL-008,150-01-AIAL-008,157,8,Ailanthus,altissima,AIAL,FALSE,"Location may be wrong in hthc, is at end of gardenscaped area next to the thuja, not the pine",FALSE,,20.9,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.",,"Dead branches in crown, some tears down side ",FALSE
157-PIST-009,150-01-PIUNK-009,157,9,Pinus,strobus,PIST,FALSE,5-needle pine,FALSE,,4.5,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.",,,FALSE
157-PINI-010,150-01-PIUNK-010,157,10,Pinus,nigra,PINI,FALSE,3-needle pine,FALSE,,8.2,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.",,,FALSE
157-PIUN-011,150-01-PIUNK-011,157,11,Picea,unknown,PIUN,FALSE,More green than next picea,FALSE,"3'5""",7.9,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species.",,,FALSE
157-PIUN-012,150-01-PIUNK-012,157,12,Picea,unknown,PIUN,FALSE,More blue than previous picea,FALSE,,5,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Cement fence around base, in gardenscaped area with shrubs and herbaceous species. Right by parking sign ",,Check locations for all of these tbh,FALSE
157-GLTR-013,150-01-GLTR-013,157,13,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,31.4,SFR-D,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,At edge of gardenscaped area,"Some peeling bark in crown, evidence of previously broken branches, likely heart rot, bleeding wound at base of trunk",,FALSE
