Date,Tree Name,Full Sample,QAQC,Street Segment,Tree Number,Genus,Species,Species ID Code,Tree tag present,Tree tag information,ID Notes,Multi-stemmed,DBH (in),DBH 2 (in),DBH 3 (in),DBH 4 (in),DBH 5 (in),DBH 6 (in),Total DBH,Height Measured (DBH),Land Use Type,Site type,Percent Imperv in Root Zone,Street,Sidewalk,Powerline,Mulch,Mulch Volcano,Tree guard,Stake,Irrigation infrastructure,Irrigation infrastructure description,Gator bag,Pruned,Prune - Cut to branch collar,Prune - hatrack,Prune - flush cut,Prune - tear bark,Prune - bleeding wound,Gardenscape,Mowing,Grass/Veg Description,Grate,Other Cues to Care,Roots visible above soil,Girdling Roots,Fungal Conch,Road/Sidewalk Lift,Road/Sidewalk crack,Broken or Dead Branches in crown,Trunk damage,Leaf curling or Wrinkling,Other Notable Damage,Other notes,Discoloration,Defoliation,Dieback,Crown Vigor,Transparency,Crown Light Exposure,"Dead
",Missing or Removed,Exclude,To Update
7/20/2023,244-01-TIAM-042,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SP,26-50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,TRUE,FALSE,FALSE
7/20/2023,244-01-TIAM-041,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SP,26-50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ULUNK-040,TRUE,FALSE,244,,Ulmus,unknown,ULUN,FALSE,,,FALSE,13.3,,,,,,13.3,,SFR-A,SP,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,by lamppost ,25-Feb,26-50,15-Nov,3,45,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-039,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,14.5,,,,,,14.5,,SFR-A,SP,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ULUNK-038,TRUE,FALSE,244,,Ulmus,unknown,ULUN,FALSE,,,FALSE,12,,,,,,12,,SFR-A,SP,51-75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,25-Feb,26-50,16-20,4,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-037,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SP,51-75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,minor woodpecker damage ,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ULUNK-036,TRUE,FALSE,244,,Ulmus,unknown,ULUN,FALSE,,,FALSE,13.6,,,,,,13.6,,SFR-A,SP,51-75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,by lamppost ,trace,26-50,16-20,4,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-035,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SP,76-100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,minor woodpecker damage ,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ULUNK-034,TRUE,FALSE,244,,Ulmus,unknown,ULUN,FALSE,,,FALSE,18.1,,,,,,18.1,,SFR-A,SP,76-100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,25-Feb,26-50,16-20,4,45,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-033,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,minor woodpecker damage ,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ULUNK-032,TRUE,FALSE,244,,Ulmus,unknown,ULUN,FALSE,,,FALSE,16,,,,,,16,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Minimal,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,25-Feb,26-50,15-Nov,3,45,5,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ULUNK-031,TRUE,FALSE,244,,Ulmus,unknown,ULUN,FALSE,,,FALSE,11.3,,,,,,11.3,,SFR-A,SC,51-75,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,by lamppost ,25-Feb,25-Feb,trace,2,25,5,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-PYCA-030,FALSE,FALSE,244,,Pyrus,calleryana,PYCA,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SC,51-75,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-PYCA-029,FALSE,FALSE,244,,Pyrus,calleryana,PYCA,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SC,76-100,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-CEOC-028,TRUE,FALSE,244,,Celtis,occidentalis,CEOC,FALSE,,,FALSE,12.1,,,,,,12.1,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,leaf gall,,25-Feb,25-Feb,5-Feb,2,25,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-CEOC-027,TRUE,FALSE,244,,Celtis,occidentalis,CEOC,FALSE,,,FALSE,13.1,,,,,,13.1,,SFR-A,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,leaf gall,by lamppost ,51-75,trace,5-Feb,4,35,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-CEOC-026,TRUE,FALSE,244,,Celtis,occidentalis,CEOC,FALSE,,,FALSE,9,,,,,,9,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,leaf gall,,26-50,trace,5-Feb,4,35,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-GLTR-025,TRUE,FALSE,244,,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,17.2,,,,,,17.2,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,by lamppost ,trace,25-Feb,10-Jun,1,45,5,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TICO-024,TRUE,FALSE,244,,Tilia,cordata,TICO,FALSE,,,FALSE,12.5,,,,,,12.5,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,leaf gall,,25-Feb,trace,5-Feb,2,25,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-CEOC-023,TRUE,FALSE,244,,Celtis,occidentalis,CEOC,FALSE,,,FALSE,15.6,,,,,,15.6,,SFR-A,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,leaf gall,by lamppost ,26-50,trace,5-Feb,3,25,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-022,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,minor woodpecker damage ,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-021,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,minor woodpecker damage ,by parking sign,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-020,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,minor woodpecker damage ,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-019,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,minor woodpecker damage ,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-018,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,minor woodpecker damage ,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-TIAM-017,FALSE,FALSE,244,,Tilia,americana,TIAM,FALSE,,,FALSE,,,,,,,NA,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,minor woodpecker damage ,by lamppost ,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-GYDI-016,TRUE,FALSE,244,,Gymnocladus,dioicus,GYDI,FALSE,,,FALSE,10.9,,,,,,10.9,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,26-50,trace,10-Jun,3,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-GYDI-015,TRUE,FALSE,244,,Gymnocladus,dioicus,GYDI,FALSE,,,FALSE,12,,,,,,12,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,by lamppost ,26-50,trace,5-Feb,3,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-GYDI-014,TRUE,FALSE,244,,Gymnocladus,dioicus,GYDI,FALSE,,,FALSE,12.6,,,,,,12.6,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,by lamppost ,51-75,trace,10-Jun,4,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-GYDI-013,TRUE,FALSE,244,,Gymnocladus,dioicus,GYDI,FALSE,,,FALSE,12.5,,,,,,12.5,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,51-75,trace,trace,4,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-GYDI-076,TRUE,FALSE,244,76,Gymnocladus,dioicus,GYDI,FALSE,,"based on segment, should be in",FALSE,12.5,,,,,,12.5,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,51-75,trace,trace,4,45,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-GYDI-077,TRUE,FALSE,244,77,Gymnocladus,dioicus,GYDI,FALSE,,"based on segment, should be in",FALSE,15.9,,,,,,15.9,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,by lamppost ,26-50,trace,10-Jun,3,35,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-GYDI-078,TRUE,FALSE,244,78,Gymnocladus,dioicus,GYDI,FALSE,,"based on segment, should be in",FALSE,15.3,,,,,,15.3,,SFR-D,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,by lamppost ,26-50,25-Feb,10-Jun,4,35,3,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-FRUNK-001,FALSE,FALSE,244,,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,MFR,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Patchy but green,FALSE,wood fence at base,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,by parking aign,,,,,,,FALSE,TRUE,FALSE,FALSE
7/20/2023,244-01-FRUNK-002,FALSE,FALSE,244,,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,MFR,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Patchy but green,FALSE,wood fence at base,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,TRUE,FALSE,FALSE
7/20/2023,244-01-ACXFR-003,TRUE,FALSE,244,,Acer,x freemanii,ACXFR,FALSE,,,FALSE,15.4,,,,,,15.4,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,26-50,25-Feb,5-Feb,3,45,5,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACXFR-004,TRUE,FALSE,244,,Acer,x freemanii,ACXFR,FALSE,,,FALSE,10.7,,,,,,10.7,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,76-100,25-Feb,10-Jun,4,45,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACXFR-005,TRUE,FALSE,244,,Acer,x freemanii,ACXFR,FALSE,,,FALSE,13.5,,,,,,13.5,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,51-75,trace,trace,4,35,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACXFR-006,TRUE,FALSE,244,,Acer,x freemanii,ACXFR,FALSE,,,FALSE,12.9,,,,,,12.9,,SFR-A,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,25-Feb,trace,trace,1,25,5,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACXFR-007,TRUE,FALSE,244,,Acer,x freemanii,ACXFR,FALSE,,,FALSE,14,,,,,,14,,SFR-A,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,25-Feb,trace,trace,1,25,5,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACXFR-008,TRUE,FALSE,244,,Acer,x freemanii,ACXFR,FALSE,,,FALSE,10.8,,,,,,10.8,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,trace,trace,5-Feb,1,25,4,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-FRUNK-009,FALSE,FALSE,244,,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACSA-010,FALSE,FALSE,244,,Acer,saccharinum,ACSA,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SC,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,weed mat,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/20/2023,244-01-ACSA-011,FALSE,FALSE,244,,Acer,saccharinum,ACSA,FALSE,,,FALSE,,,,,,,NA,,SFR-A,SC,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,None,N/A,None,FALSE,weed mat,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,TRUE,FALSE,FALSE,FALSE
7/20/2023,244-01-UNKN-012,FALSE,FALSE,244,,Prunus,unknown,PRUN,FALSE,,looks like some kind of cherry?,FALSE,,,,,,,NA,,SFR-A,SC,51-75,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,weed mat,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,"top broke off, only basal resprout",,,,,,,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-GLTR-001,TRUE,FALSE,16,1,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,23.5,,,,,,23.5,,MFR,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,by lamppost ,trace,trace,10-Jun,1,45,4,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-ACSA-002,FALSE,FALSE,16,2,Acer,saccharinum,ACSA,FALSE,,,FALSE,,,,,,,NA,,MFR,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-GLTR-003,TRUE,FALSE,16,3,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,26.8,,,,,,26.8,,MFR,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,trace,trace,15-Nov,2,45,4,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-GLTR-004,TRUE,FALSE,16,4,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,26.6,,,,,,26.6,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Minimal,old,Patchy but green,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,,trace,25-Feb,16-20,2,45,3,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-TICO-005,TRUE,FALSE,16,5,Tilia,cordata,TICO,FALSE,,,FALSE,18.4,,,,,,18.4,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,trace,trace,trace,1,35,3,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-CEOC-006,TRUE,FALSE,16,6,Celtis,occidentalis,CEOC,FALSE,,,FALSE,20.6,,,,,,20.6,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,leaf gall,"by lamppost , weeds at base",trace,25-Feb,10-Jun,2,25,4,FALSE,FALSE,FALSE,FALSE
7/21/2023,16-GLTR-007,TRUE,FALSE,16,7,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,27.1,,,,,,27.1,,SFR-A,SP,76-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,trace,trace,21-25,2,35,3,FALSE,FALSE,FALSE,FALSE
