,Year,Date,TreeName,Segment,Genus,Species,TotalDBH,LandUse,SiteType,Pruned,HatrackPrune,FlushCutPrune,PercentImperv,Powerline,Mulch,MulchVolcano,TreeGuard,Gardenscape,Mowing,GrassDescription,Grate,GirdlingRoots,RoadSideLift,RoadSideCrack,TrunkDamage,LeafCurling,Discoloration,Defoliation,Dieback,CrownVigor,CrownLight
352,2023,7/22/2023,52-01-ULAM-014,55,Ulmus,americana,11.7,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,2,2,1.5,1.5,4
353,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-014,55,Ulmus,americana,11.2,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,2,1,1,5
354,2023,7/22/2023,52-01-ULAM-022,55,Ulmus,americana,10.6,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,0,0,3,2,1,3,4
355,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-022,55,Ulmus,americana,10.2,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,0,0,2,1,2,1,5
356,2023,7/22/2023,52-01-GLTR-030,55,Gleditsia,triacanthos,7.7,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,1,2,1,2,3
357,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-030,55,Gleditsia,triacanthos,7.1,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,4
358,2023,7/22/2023,55-MOAL-056,55,Morus,alba,45,MP,MP,1,0,0,3,1,0,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,1,1,1,3,1,3
359,2023,7/22/2023,55-ACPL-057,55,Acer,platanoides,25.2,MP,MP,1,0,0,3,1,0,0,0,Minimal,recent,Patchy but green,0,0,1,TRUE,1,0,1,1,2,1,3
360,2023,7/22/2023,55-ACPL-058,55,Acer,platanoides,19.2,MP,MP,1,0,0,3,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,2,1,2,2,5
361,2023,7/22/2023,55-ULUN-059,55,Ulmus,unknown,2.8,MFR,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,0,0,1,2,5.5,2.5,2.5
362,2023,7/22/2023,55-ACXFR-060,55,Acer,x freemanii,2,COMM,SP,1,0,0,3,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,5,1,1,4,5
363,2023,7/22/2023,52-01-ULUNK-001,55,Ulmus,unknown,7,MFR,SC,0,0,0,5,1,0,0,0,Minimal,N/A,None,1,0,0,FALSE,0,0,1,2,1,1,3
364,2021,2021-07-11T00:00:00.000Z,52-01-ULUNK-001,55,Ulmus,unknown,6.4,MFR,SC,0,0,0,5,1,0,0,0,Minimal,N/A,None,1,0,0,FALSE,0,0,1,2,1,1,4
365,2021,2021-07-11T00:00:00.000Z,52-01-QUBI-002,55,Quercus,muhlenbergii,7.4,MP,SP,1,0,0,5,0,1,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,5,1,1,4,5
366,2023,7/22/2023,52-01-GLTR-003,55,Gleditsia,triacanthos,6.3,MFR,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,1,TRUE,0,1,2,2,2,2,4
367,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-003,55,Gleditsia,triacanthos,5.8,MFR,SC,1,1,0,5,0,0,0,0,None,N/A,None,0,0,1,TRUE,0,0,2,1,2,2,4
368,2023,7/22/2023,52-01-GLTR-004,55,Gleditsia,triacanthos,5.8,MFR,SC,1,1,0,5,0,0,0,0,None,N/A,None,0,0,0,TRUE,0,1,2,2,2,2,1
369,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-004,55,Gleditsia,triacanthos,5.4,MFR,SC,1,1,0,5,0,0,0,0,None,N/A,None,0,0,0,TRUE,0,0,2,1,3,2,2
370,2023,7/22/2023,52-01-GYDI-055,55,Gymnocladus,dioicus,3.3,MFR,SC,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,1,2,1,1,1,4
371,2021,2021-07-11T00:00:00.000Z,52-01-GYDI-055,55,Gymnocladus,dioicus,3.1,MFR,SC,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,2,1,1,1,4
372,2023,7/22/2023,52-01-GLTR-054,55,Gleditsia,triacanthos,3.8,MFR,SC,0,0,0,5,1,0,0,0,None,N/A,None,1,0,1,FALSE,0,1,2,1,2,3,4
373,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-054,55,Gleditsia,triacanthos,3.6,MFR,SC,0,0,0,5,1,0,0,0,None,N/A,None,1,0,1,FALSE,0,0,1,1,4,2,4
374,2023,7/22/2023,52-01-GYDI-053,55,Gymnocladus,dioicus,3.2,MFR,SC,0,0,0,5,1,1,0,0,None,N/A,Patchy but green,1,0,1,TRUE,0,1,2,1,1,1,4
375,2021,2021-07-11T00:00:00.000Z,52-01-GYDI-053,55,Gymnocladus,dioicus,2.6,MFR,SC,0,0,0,5,1,0,0,0,None,N/A,Patchy but green,1,0,1,TRUE,0,0,2,1,1,2,5
376,2023,7/22/2023,52-01-GYDI-052,55,Gymnocladus,dioicus,2,MFR,SC,1,0,0,5,1,1,0,0,None,N/A,None,1,0,1,TRUE,1,1,2,1,1,1,4
377,2021,2021-07-11T00:00:00.000Z,52-01-GYDI-052,55,Gymnocladus,dioicus,2,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,1,0,1,TRUE,1,0,2,1,1,1,5
378,2023,7/22/2023,52-01-GYDI-051,55,Gymnocladus,dioicus,2.9,MFR,SC,1,0,0,5,1,0,0,1,None,N/A,None,1,0,0,TRUE,0,1,1,2,1,1,3
379,2021,2021-08-18T00:00:00.000Z,52-01-GYDI-051,55,Gymnocladus,dioicus,2.7,MFR,SC,1,0,0,5,1,0,0,1,None,N/A,None,1,0,0,TRUE,0,0,2,1,2.5,2,4
380,2023,7/22/2023,52-01-GLTR-050,55,Gleditsia,triacanthos,4,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,1,0,0,TRUE,1,1,1,2,3,2,3
381,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-050,55,Gleditsia,triacanthos,3.7,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,1,0,0,TRUE,1,0,1,2,5,2,4
382,2023,7/22/2023,52-01-GLTR-049,55,Gleditsia,triacanthos,3.4,MFR,SC,1,0,0,5,1,1,0,0,None,N/A,None,1,0,0,TRUE,1,1,1,2,3,3,4
383,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-049,55,Gleditsia,triacanthos,3.15,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,1,0,0,TRUE,1,0,2,2,7,3,5
384,2023,7/22/2023,52-01-GLTR-048,55,Gleditsia,triacanthos,4.2,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,1,0,1,TRUE,1,1,2,2,4,3,4
385,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-048,55,Gleditsia,triacanthos,4,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,1,0,1,TRUE,1,0,2,1,5,3,4
386,2023,7/22/2023,52-01-ULUNK-047,55,Ulmus,unknown,12,COMM,SC,1,0,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,1,TRUE,1,0,1,2,2,1,5
387,2021,2021-07-11T00:00:00.000Z,52-01-ULUNK-047,55,Ulmus,unknown,11.4,V,SC,1,0,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,1,TRUE,1,0,2,2,1,1,5
388,2023,7/22/2023,52-01-ULUNK-046,55,Ulmus,unknown,5.5,UT,SC,1,0,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,1,TRUE,0,0,1,2,1,1,5
389,2021,2021-07-11T00:00:00.000Z,52-01-ULUNK-046,55,Ulmus,unknown,4.9,UT,SC,1,0,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,1,TRUE,0,0,1,2,1,1,5
390,2021,2021-07-11T00:00:00.000Z,52-01-CASP-045,55,Catalpa,speciosa,3.4,MFR,SC,1,0,0,5,1,0,0,0,None,potentially never,Lush,0,0,1,TRUE,1,0,2,1,2,2,5
391,2023,7/22/2023,52-01-GLTR-044,55,Gleditsia,triacanthos,3.3,COMM,SC,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,7,3,5
392,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-044,55,Gleditsia,triacanthos,3.2,COMM,SC,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,5,3,5
393,2023,7/22/2023,52-01-GLTR-043,55,Gleditsia,triacanthos,3.3,COMM,SC,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,1,1,2,3,2,5
394,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-043,55,Gleditsia,triacanthos,3.2,COMM,SC,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,2,1,3,2,5
395,2021,2021-07-11T00:00:00.000Z,52-01-QUUNK-042,55,Quercus,muhlenbergii,4,COMM,SP,0,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,5
396,2021,2021-08-18T00:00:00.000Z,52-01-QUUNK-041,55,Quercus,muhlenbergii,3.5,COMM,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,1.5,1,5
397,2021,2021-07-11T00:00:00.000Z,52-01-QUUNK-040,55,Quercus,muhlenbergii,3.65,COMM,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,3,1,5
398,2021,2021-07-11T00:00:00.000Z,52-01-QUUNK-039,55,Quercus,muhlenbergii,4.1,COMM,SP,1,1,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,1,1,5
399,2021,2021-07-11T00:00:00.000Z,52-01-QUBI-038,55,Quercus,muhlenbergii,2.5,COMM,SP,1,1,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,2,1,11,4,5
400,2021,2021-07-11T00:00:00.000Z,52-01-QUUNK-037,55,Quercus,muhlenbergii,3.3,COMM,SP,0,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,2,2,5
401,2021,2021-07-11T00:00:00.000Z,52-01-FRAM-036,55,Fraxinus,americana,11.15,COMM,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,4
402,2021,2021-07-11T00:00:00.000Z,52-01-QUUNK-035,55,Quercus,muhlenbergii,4.5,COMM,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,1,1,2,1,5
403,2023,7/22/2023,52-01-GLTR-034,55,Gleditsia,triacanthos,6.3,INST,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,1,1,2,3,2,5
404,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-034,55,Gleditsia,triacanthos,6,INST,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,1,1,2,1,4
405,2023,7/22/2023,52-01-GLTR-033,55,Gleditsia,triacanthos,6.1,INST,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,1,5
406,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-033,55,Gleditsia,triacanthos,5.7,INST,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,3,1,4
407,2023,7/22/2023,52-01-ULAM-032,55,Ulmus,americana,8.6,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Lush,0,0,0,FALSE,0,1,2,2,2,2,3
408,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-032,55,Ulmus,americana,8.4,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Lush,0,0,0,FALSE,0,0,2,2,2,2,4
409,2023,7/22/2023,52-01-ULAM-031,55,Ulmus,americana,9.1,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,2,2,2,2,3
410,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-031,55,Ulmus,americana,8.6,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,2,1,2,3
411,2023,7/22/2023,52-01-GLTR-029,55,Gleditsia,triacanthos,5.7,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,2,3
412,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-029,55,Gleditsia,triacanthos,5.45,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,3,2,5
413,2023,7/22/2023,52-01-GLTR-028,55,Gleditsia,triacanthos,5.8,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,1,2
414,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-028,55,Gleditsia,triacanthos,5.6,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,2,1,4
415,2023,7/22/2023,52-01-ULAM-027,55,Ulmus,americana,9.7,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,2,1,2,2
416,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-027,55,Ulmus,americana,9.4,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,2,1,1,4
417,2023,7/22/2023,52-01-ULAM-026,55,Ulmus,americana,10.8,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,2,2,1,2,3
418,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-026,55,Ulmus,americana,10.3,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,5
419,2023,7/22/2023,52-01-ULAM-025,55,Ulmus,americana,11,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,2,2,1,3,4
420,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-025,55,Ulmus,americana,10.1,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,1,1,1,5
421,2023,7/22/2023,52-01-ULAM-021,55,Ulmus,americana,8.5,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,1,0,3,2,3,3,2
422,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-021,55,Ulmus,americana,8.35,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,1,0,2,1,2,1,5
423,2023,7/22/2023,52-01-ULAM-020,55,Ulmus,americana,9,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,0,0,3,2,1,3,3
424,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-020,55,Ulmus,americana,8.9,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,1,0,FALSE,0,0,2,1,1,1,5
425,2023,7/22/2023,52-01-GLTR-019,55,Gleditsia,triacanthos,7.9,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,1,4
426,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-019,55,Gleditsia,triacanthos,7.6,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,1,0,FALSE,0,0,2,1,2,1,4
427,2022,2022-07-01T00:00:00.000Z,52-01-GLTR-019,55,Gleditsia,triacanthos,7.6,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,1,0,FALSE,0,0,1,2,2,2,4
428,2023,7/22/2023,52-01-GLTR-018,55,Gleditsia,triacanthos,6.4,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,0,1,1,2,2,1,3
429,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-018,55,Gleditsia,triacanthos,6,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,0,0,2,1,1,1,5
430,2023,7/22/2023,52-01-GLTR-017,55,Gleditsia,triacanthos,8.4,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,1,3
431,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-017,55,Gleditsia,triacanthos,8,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,2,2,5
432,2023,7/22/2023,52-01-GLTR-016,55,Gleditsia,triacanthos,6.9,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,2,2,1,1,4
433,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-016,55,Gleditsia,triacanthos,6.5,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,2,2,5
434,2021,2021-07-11T00:00:00.000Z,52-01-UNKN-015,55,,unknown,7.2,COMM,SP,0,0,0,3,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,NA,NA,21,5,NA
435,2023,7/22/2023,52-01-ULAM-013,55,Ulmus,americana,10.6,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,1,0,2,2,1,1,4
436,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-013,55,Ulmus,americana,10.2,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,1,0,2,2,1,1,5
437,2023,7/22/2023,52-01-ULAM-012,55,Ulmus,americana,11.2,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,2,1,1,4
438,2021,2021-07-11T00:00:00.000Z,52-01-ULAM-012,55,Ulmus,americana,10.6,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,2,1,1,5
439,2023,7/22/2023,52-01-GLTR-011,55,Gleditsia,triacanthos,7.7,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,2,1,4
440,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-011,55,Gleditsia,triacanthos,7.4,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,2,2,4
441,2023,7/22/2023,52-01-GLTR-010,55,Gleditsia,triacanthos,4.7,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Dry/brown,0,0,0,FALSE,0,1,1,2,1,1,4
442,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-010,55,Gleditsia,triacanthos,4.4,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Dry/brown,0,0,0,FALSE,0,0,2,1,1,1,5
443,2023,7/22/2023,52-01-GLTR-009,55,Gleditsia,triacanthos,7.1,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,TRUE,0,1,1,2,1,1,4
444,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-009,55,Gleditsia,triacanthos,6.65,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,2,1,1,1,4
445,2023,7/22/2023,52-01-GLTR-008,55,Gleditsia,triacanthos,7.9,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,1,3
446,2021,2021-07-11T00:00:00.000Z,52-01-GLTR-008,55,Gleditsia,triacanthos,7.5,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,2,1.5,4
447,2023,7/22/2023,52-01-ULUNK-007,55,Ulmus,unknown,9.3,COMM,SP,1,1,0,4,1,1,1,0,None,recent,Patchy but green,0,1,1,FALSE,0,1,2,2,2,1,4
448,2021,2021-07-11T00:00:00.000Z,52-01-ULUNK-007,55,Ulmus,unknown,8.8,COMM,SP,1,1,0,4,1,1,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,2,2,5,3,5
449,2023,7/22/2023,52-01-ULUNK-006,55,Ulmus,unknown,8.2,COMM,SP,1,0,0,4,1,1,1,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,2,1,1,3
450,2021,2021-07-11T00:00:00.000Z,52-01-ULUNK-006,55,Ulmus,unknown,7.9,COMM,SP,1,0,0,4,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,2,1,1,4
451,2023,7/22/2023,52-01-ULUNK-005,55,Ulmus,unknown,9.2,COMM,SP,1,0,0,5,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,1,2,2,1,2,4
452,2021,2021-07-11T00:00:00.000Z,52-01-ULUNK-005,55,Ulmus,unknown,8.8,COMM,SP,1,0,0,5,1,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,2,2,2,4
453,2022,2022-07-19T00:00:00.000Z,57-ACSA-001,57,Acer,saccharinum,16.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,1,1,TRUE,0,0,1,1,1,1,4
454,2022,2022-07-19T00:00:00.000Z,57-ACSA-002,57,Acer,saccharinum,18.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,2,1,1,1,3
455,2023,7/27/2023,57-ACPL-003,57,Acer,platanoides,2.8,SFR-D,SP,1,0,0,3,0,0,0,0,Moderate,N/A,Lush,0,0,0,FALSE,0,1,2,1,1,2,2
456,2022,2022-07-19T00:00:00.000Z,57-ACPL-003,57,Acer,platanoides,3,SFR-D,SP,1,0,0,3,0,1,0,0,Moderate,N/A,Lush,0,0,0,FALSE,0,0,1,1,1,1,2
457,2022,2022-07-19T00:00:00.000Z,57-ACUN-005,57,Acer,saccharum,10.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,1,1,FALSE,1,0,1,1,1,1,2
458,2022,2022-06-09T00:00:00.000Z,57-FRPE-006,57,Fraxinus,pennsylvanica,14,SFR-D,SP,1,1,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,1,4,2,3
459,2022,2022-07-19T00:00:00.000Z,57-FRUN-007,57,Fraxinus,unknown,13.2,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,4,2,2
460,2022,2022-07-19T00:00:00.000Z,57-FRUN-008,57,Fraxinus,unknown,12.4,SFR-D,SP,1,1,0,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,5,2,3
461,2022,2022-07-19T00:00:00.000Z,57-FRUN-009,57,Fraxinus,unknown,11.2,SFR-D,SP,1,0,0,4,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,2,1,3
462,2022,2022-07-19T00:00:00.000Z,57-FRUN-010,57,Fraxinus,unknown,14.5,SFR-D,SP,1,0,0,4,0,0,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,2,1,3
463,2022,2022-07-19T00:00:00.000Z,57-FRUN-011,57,Fraxinus,unknown,13.5,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,1,2,3,1,3
464,2022,2022-07-19T00:00:00.000Z,57-FRUN-012,57,Fraxinus,unknown,15,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,2,1,4,2,3
465,2022,2022-07-19T00:00:00.000Z,57-FRUN-013,57,Fraxinus,unknown,12.7,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,2,1,3
466,2022,2022-07-19T00:00:00.000Z,57-FRUN-014,57,Fraxinus,unknown,13.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,2,3,3
467,2023,7/27/2023,57-GLTR-015,57,Gleditsia,triacanthos,15.2,MFR,SP,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,1,1,1,3,1,3
468,2022,2022-07-19T00:00:00.000Z,57-GLTR-015,57,Gleditsia,triacanthos,15,MFR,SP,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,0,1,2,5,2,1
469,2023,7/27/2023,57-GLTR-016,57,Gleditsia,triacanthos,18.2,MFR,SP,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,1,1,1,4,2,2
470,2022,2022-07-19T00:00:00.000Z,57-GLTR-016,57,Gleditsia,triacanthos,17.6,MFR,SP,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,0,1,2,4,2,2
471,2023,7/27/2023,57-GLTR-017,57,Gleditsia,triacanthos,19.1,MFR,SP,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,0,1,1,1,4,2,3
472,2022,2022-07-19T00:00:00.000Z,57-GLTR-017,57,Gleditsia,triacanthos,18.5,MFR,SP,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,0,0,1,1,4,2,2
473,2023,7/27/2023,57-GLTR-018,57,Gleditsia,triacanthos,21,MFR,SP,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,0,1,1,1,3,1,3
474,2022,2022-07-19T00:00:00.000Z,57-GLTR-018,57,Gleditsia,triacanthos,20,MFR,SP,1,1,0,5,0,1,0,0,None,N/A,None,0,1,0,TRUE,0,0,1,2,3,2,2
475,2023,7/27/2023,57-GYDI-019,57,Gymnocladus,dioicus,14.4,AG,SP,1,1,0,5,0,1,0,0,None,N/A,Patchy but green,0,0,0,FALSE,0,1,2.5,1,2,2,2.5
476,2022,2022-07-19T00:00:00.000Z,57-GYDI-019,57,Gymnocladus,dioicus,13.9,MFR,SP,1,1,0,5,0,1,0,0,None,N/A,Patchy but green,0,0,0,FALSE,0,0,2,1,3,2,2
477,2023,7/27/2023,57-GYDI-020,57,Gymnocladus,dioicus,11.5,AG,SP,1,1,0,5,0,1,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,4,1,2,4,2
478,2022,2022-07-19T00:00:00.000Z,57-GYDI-020,57,Gymnocladus,dioicus,11.2,MFR,SP,1,1,0,5,0,1,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,2,1,3,3,2
479,2022,2022-07-19T00:00:00.000Z,57-FRUN-021,57,Fraxinus,unknown,17,MFR,SP,1,1,0,5,0,1,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,1,1,7,3,2
480,2022,2022-07-19T00:00:00.000Z,57-FRUN-022,57,Fraxinus,unknown,15.3,SFR-D,SP,1,1,0,5,0,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,0,1,1,4,3,4
481,2022,2022-07-19T00:00:00.000Z,57-FRUN-023,57,Fraxinus,unknown,13.7,SFR-D,SP,1,0,0,5,0,1,0,0,None,recent,Lush,0,0,1,TRUE,0,0,1,1,3,3,2
482,2022,2022-07-19T00:00:00.000Z,57-FRUN-024,57,Fraxinus,unknown,14.4,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,1,1,3,3,3
